原创/转发,日期,原微博内容,全文内容,转发数,评论数,点赞数,话题,图文识别,涉及行业,微博情绪
转发,2025-10-22 09:48:00,原来吴克群这么惨：心脏病，脊柱，左耳失聪，肝部血管瘤。真正让人佩服的是他的硬汉，从未营销过自己的疾病和惨状。哪怕他的所谓过气和身体状况有直接关系，也从未解释过什么。很多人看到大人物倒霉就开心，嘲笑他的过气，但是没看到他的坎坷和疾病。而且最让人佩服的是他的乐天派，他最多说的不是自己坎坷，而是自己已经非常幸运了，拥有了绝大多数人没有的。这种品质是真的让人敬佩。,哈哈，我欣赏他看不上何cl这点[嘻嘻]//，看得出来是真的热爱内地这边,0,0,0, , ,其他,喜悦
转发,2025-10-22 17:27:53,杨振宁的第一任夫人叫杜致礼。杜致礼是谁呢？是杜聿明的大女儿。杜致礼这个人一定不错。为什么呢？因为她和杨振宁有3个小孩，都成才了。看一个女人行不行，有一个基本指标，就是小孩养的行不行。养小孩这种事情，是潜移默化的，你人不行，你想养也养不好。另外，这个是要付出巨大的精力和牺牲的。看过《大决战》的，一定是知道杜聿明的。杜聿明是黄埔一期的名将，在北伐、抗日中都是有一定功勋的。历史的潮流滚滚向前，逆之者亡，在解放战争中，他不可能打赢的。常凯申作为“微操大师”，瞎操作，杜聿明可以说到处给常凯申救火。他对常凯申是尽到责任了。常凯申是怎么对杜聿明的呢？杜聿明被PLA俘虏后，常凯申就把杜聿明的一家人送到了台湾。包括杜聿明的妈，夫人曹秀清，还有5个小孩，杜致礼因为去美国留学了，没去台湾。这是什么意思呢？这是人质。就是把你一家人管起来，你杜聿明就不敢讲话了。杜聿明的家属到台湾后，常凯申管都不管。杜聿明的夫人求见常凯申，见不到，想见常凯申的夫人宋美龄，也见不到。杜聿明黄埔一期的同学，有好多是高官，也不帮忙。昔日的高官太太曹秀清就在烟酒公卖局制品厂门房找了一个收发信件的工作，养活全家，艰难度日。这一家人是被管制的，哪里也不能去，甚至也不知道杜聿明的死活。后来，杜聿明的儿子，杜致仁考上哈佛大学，才放行他，其余人还是出不去。杜致仁在哈佛大学上学，自己也打工，但是后来生病了，就没法打工了。因为上学，杜致仁欠了不少钱，最后差3000美元，就可以度过最后一年。曹秀清就去找常凯申要一个贷款，要来要去，常凯申就给1000美元贷款，还是分两年支付。杜致仁在这种情况下，接到500美元，心态崩溃了。你想，父亲现在是战犯，母亲做门房收发，弟弟妹妹还小。姐姐姐夫稍微还可以，姐夫是一个科研人员，也没啥钱。这种情形下，人很容易绝望，就崩溃自杀了。人啦，不能脸皮太薄，自尊心太强，你就赖着，哈佛还能不让你上了不成？等到病养好了，毕业了，出来找工作，情况不就越来越好了？哪里知道，仅仅一年以后，杨振宁获得了诺贝尔物理学奖。这个时候常凯申就想到曹秀清了。宋美龄就请曹秀清喝茶，这个时候，有一个穿长袍的人过来，原来是常凯申。主要的意思呢，就是让曹秀清去美国，请她女婿到台湾访问。你看，这算盘是这样的，诺贝尔物理学奖获得者访问台湾，不是说明正统在我常凯申嘛。曹秀清能怎么办？只能答应。曹秀清一跑到美国，立刻把回去的机票退了，退了钱就给她两个儿子。这两个儿子，一个在那个台球馆里面做钻洞的工作，一个做出租车司机，收入微薄。这个时候，杜聿明已经从功德林里面放出来了。按理来说，你和我做对，我不打死你就不错了，出来还能做座上宾，很不错了。曹秀清就从美国跑回了大陆，夫妻俩团圆了。周总理亲自接见，请他们吃饭，并把曹秀清安排在文史资料研究委员会工作。那杨振宁第一个访问哪里？于国于家，都不可能先访问台湾地区，首次访问就是大陆。后来呢，杜聿明去世了，台湾那边派他两个儿子去见曹秀清，问能不能回台湾。曹秀清死也不去。常凯申他不做人啦。资料是从李敖那里看的，李敖的资料是从杜聿明的儿子那里拿到的。,蒋介石就是个典型的天蝎座领导啊，还不能吐槽一下天蝎男领导不是人么//……//？？？////：避天蝎座老板金牛座老公。////，多数没有好下场，不管你干再好他都是无区别的怀疑每一个人，看看互联网那几个老板原来的老手下啧啧啧//，好惨//，杨振宁出去借钱回来安慰致仁，情况慢慢会好转的，叫他慢慢等一段不要着急。然后致仁当天晚上就在房间里面自杀了……//，杜致仁和姐姐杜致礼都在美国，为什么不找姐姐救济呢，按理说姐姐还是宽裕的,0,0,0, , ,政务,愤怒
转发,2025-10-23 23:06:48,至死没有低头，蒋和毛都没有为难她！ ??,你们是不是傻?汉奸的老婆也能吹?不要犯贱//,0,0,0, ,朋友圈【老照片】1946年4月，汪精卫的老婆陈璧君(中)被押往江苏省高等法院受审。有人骂汪精卫是卖国贼，陈碧君说，有人亲鹅，蒋亲美，汪亲日，怎么仅仅说他是汉奸呢？历史总是胜利者书写的！收起,其他,愤怒
转发,2025-10-24 11:01:08,是时候好好了解一下杨振宁曾经的搭档李政道了。 ??,//。做家务听听看,0,0,0, , ,其他,中性
转发,2025-10-24 11:02:31,国内哪个企业最擅长把急功近利描绘成高瞻远瞩？ ??,哈哈我选某巴巴,0,0,0, , ,其他,中性
转发,2025-10-24 11:08:28,杨振宁的第一任夫人叫杜致礼。杜致礼是谁呢？是杜聿明的大女儿。杜致礼这个人一定不错。为什么呢？因为她和杨振宁有3个小孩，都成才了。看一个女人行不行，有一个基本指标，就是小孩养的行不行。养小孩这种事情，是潜移默化的，你人不行，你想养也养不好。另外，这个是要付出巨大的精力和牺牲的。看过《大决战》的，一定是知道杜聿明的。杜聿明是黄埔一期的名将，在北伐、抗日中都是有一定功勋的。历史的潮流滚滚向前，逆之者亡，在解放战争中，他不可能打赢的。常凯申作为“微操大师”，瞎操作，杜聿明可以说到处给常凯申救火。他对常凯申是尽到责任了。常凯申是怎么对杜聿明的呢？杜聿明被PLA俘虏后，常凯申就把杜聿明的一家人送到了台湾。包括杜聿明的妈，夫人曹秀清，还有5个小孩，杜致礼因为去美国留学了，没去台湾。这是什么意思呢？这是人质。就是把你一家人管起来，你杜聿明就不敢讲话了。杜聿明的家属到台湾后，常凯申管都不管。杜聿明的夫人求见常凯申，见不到，想见常凯申的夫人宋美龄，也见不到。杜聿明黄埔一期的同学，有好多是高官，也不帮忙。昔日的高官太太曹秀清就在烟酒公卖局制品厂门房找了一个收发信件的工作，养活全家，艰难度日。这一家人是被管制的，哪里也不能去，甚至也不知道杜聿明的死活。后来，杜聿明的儿子，杜致仁考上哈佛大学，才放行他，其余人还是出不去。杜致仁在哈佛大学上学，自己也打工，但是后来生病了，就没法打工了。因为上学，杜致仁欠了不少钱，最后差3000美元，就可以度过最后一年。曹秀清就去找常凯申要一个贷款，要来要去，常凯申就给1000美元贷款，还是分两年支付。杜致仁在这种情况下，接到500美元，心态崩溃了。你想，父亲现在是战犯，母亲做门房收发，弟弟妹妹还小。姐姐姐夫稍微还可以，姐夫是一个科研人员，也没啥钱。这种情形下，人很容易绝望，就崩溃自杀了。人啦，不能脸皮太薄，自尊心太强，你就赖着，哈佛还能不让你上了不成？等到病养好了，毕业了，出来找工作，情况不就越来越好了？哪里知道，仅仅一年以后，杨振宁获得了诺贝尔物理学奖。这个时候常凯申就想到曹秀清了。宋美龄就请曹秀清喝茶，这个时候，有一个穿长袍的人过来，原来是常凯申。主要的意思呢，就是让曹秀清去美国，请她女婿到台湾访问。你看，这算盘是这样的，诺贝尔物理学奖获得者访问台湾，不是说明正统在我常凯申嘛。曹秀清能怎么办？只能答应。曹秀清一跑到美国，立刻把回去的机票退了，退了钱就给她两个儿子。这两个儿子，一个在那个台球馆里面做钻洞的工作，一个做出租车司机，收入微薄。这个时候，杜聿明已经从功德林里面放出来了。按理来说，你和我做对，我不打死你就不错了，出来还能做座上宾，很不错了。曹秀清就从美国跑回了大陆，夫妻俩团圆了。周总理亲自接见，请他们吃饭，并把曹秀清安排在文史资料研究委员会工作。那杨振宁第一个访问哪里？于国于家，都不可能先访问台湾地区，首次访问就是大陆。后来呢，杜聿明去世了，台湾那边派他两个儿子去见曹秀清，问能不能回台湾。曹秀清死也不去。常凯申他不做人啦。资料是从李敖那里看的，李敖的资料是从杜聿明的儿子那里拿到的。,哈哈现身说法//，简直就是暴君，底下的人不能说话，一说就说听我说。反正新人都干不长久，都是些干了非常多年的老员工，这种人很容易把糟糕的情绪都转移给别人。干得长久的底下员工跟他一个德性。 幸好我已经远离，容易的结节。//，还不能吐槽一下天蝎男领导不是人么//……//？？？////：避天蝎座老板金牛座老公。////，多数没有好下场，不管你干再好他都是无区别的怀疑每一个人，看看互联网那几个老板原来的老手下啧啧啧,0,0,0, , ,其他,中性
转发,2025-10-24 11:09:56,是时候好好了解一下杨振宁曾经的搭档李政道了。 ??,他人很不错的，李政道1979年就弄中美联合物理招考研究生项目，建立博士后也是他向dxp提出来的//，杨振宁的搭档的视频 ，没准也能学到不少东西。////。做家务听听看,0,0,0, , ,其他,中性
转发,2025-10-24 11:15:07,刚看到新闻，红果月活达到2.2亿，已经接近b站了，即将成为下一个超级流量平台。红果就是字节旗下看短剧的平台，那些短剧演员在里面都有个人ip，也有许多各自的粉丝追星，分成男频女频。已经形成一个生态。还有一个重要信息就是短剧内测带货功能，不是那种插入式广告，而是剧中人用的产品，比如穿的衣服，用户看剧的时候看上这件衣服。可以一键搜同款，进入抖音商城购买。这样即使不喜欢也不会被打扰。初期这个植入肯定是有红利的，估计也是按成交收费。商家要是押中《盛夏芬德拉》这种爆剧那就爽了。,哈哈哈//[笑cry]//，或者为短剧付费，我肯定远离他，远离脑残保命,0,0,0, , ,娱乐,喜悦
转发,2025-10-24 14:48:27,致所有APP一封信：我想点开淘宝我tm自己会点开。 ? ??,哈哈哈,0,0,0, , ,其他,喜悦
转发,2025-10-25 13:19:17,三流大脑质疑顶级人类的典型体现他们根本不知道牛顿和特斯拉们在神游时看见过什么 ??,迷信科学教本身也是一种迷信,0,0,0, ,李清晨十关注25-10-2400:22来自iPhone...已编辑发布于黑龙江任何一位对人类有过重大贡献的聪明人，在临终之际投入了宗教的怀抱，都是污点，那是对理性的背叛，我们可以认为，从那一刻起，昔日的那个聪明人，已经「死」了。影响力健康领域博主TOP50大家都在搜Q科学家信教是否影响其理性Q牛顿是否信教转发47评论68赞54130天内，博主已拉黑恶意评论用户23人，请谨慎评论按热度co0o00铁粉5首评退休是不是太无聊了10-2400:27来自重庆李清晨博我才不关心一般的退休人员，我指的是像杨小凯这类顶尖的聪明人。10-2400:40来自16,其他,中性
转发,2025-10-25 13:21:20,金正恩单膝跪地向毛岸英墓献花 #抗美援朝纪念日# ??,[泪],0,0,0, ,,其他,中性
转发,2025-10-25 15:01:26,事实证明，除了清朝，日本打不赢中国任何一个时期。唐朝的白江口战役，唐军把日本打出翔了，唐刀超越时代的锻造技术对日本形成碾压，从那以后，日本就派使者来中原学习，现在的日本武士刀是脱胎于唐横刀的。明朝的朝鲜战争，李如松被日军伏击，3000打2w，最后打出了1:20的战损比，把日本吓坏了，不敢再冒进。后来4w明军爆锤日军15w，这还是在当初朝鲜临阵逃跑背刺明军的情况下，打出的战绩。近代，农业国对上了工业国，日本拿着美国提供的54%战略物资，联合轴心国欺压中国，但是中国14年的顽强抗战粉碎了日本种族灭绝的野心。现在的日本还在跃跃欲试，日本是个赌徒，它其实很多时候不考虑双方差距的，野心派一上台，它们就会发动侵略战争…,它倒是赶紧来欺负一下我们呀[doge],0,0,0, , ,文化，军事,愤怒
转发,2025-10-25 15:02:30,直到看到杨振宁的座次表，才知道，杨振宁在物理界和人类物理学历史上的地位，致敬！ ??,霍金可以下去[笑cry]，另外麦克斯韦和杨振宁换一下座位[doge],0,0,0, ,牛顿爱因斯坦麦克斯韦薛定号杨振宁波尔海森堡狄拉克费曼普朗克伽利略法拉第,文化,中性
转发,2025-10-25 15:13:03,王心凌: 这么多年了，发现对手还是蔡依林这帮老姐们[允悲]王心凌穿的衣服，从来没让女生失望过，蔡依林穿的衣服，从来没让男生失望过！ ??,王心凌的衣服风格大多女生并不喜欢//，我个人喜欢王心凌的欢乐甜歌，但张韶涵的舞台造型更符合“从来没让女生失望过”的说法，去看演唱会又不是逛淘宝，我不要看那种“我能买来日常穿的衣服”[允悲]所以我赞同你。//[偷笑],0,0,0, , ,娱乐,中性
转发,2025-10-25 15:15:18,#窦骁 何超莲#窦骁这事让我突然想起来，年初我写过一次最容易被诈骗的人群，射手座高居榜首。大家都说窦骁本来是奔着娶人女儿拿人嫁妆的想法去的，结果变成自己人财两空。这简直完美符合射手上当流程，真人版演给你们看看射手座是怎么被诈骗的[笑cry][笑cry][笑cry] ??,这才不是射手的性格，你把八字和星盘发一下，肯定长歪了[doge]//，我有个射手表姐，跟对方谈了几年，对方行踪她掌握的比较精准。整天怀疑这个哪个，但凡出现在对方身边的女人，她都要跟男方闹一场，连哭带骂的，天天上演琼瑶大戏，,0,0,0, ,09:064G 微博正文听凤影焰25-1-1415:23星座占星师黄纤越发布于北京说说你们身边被诈骗过的都是什么星座？我碰到最多的是射手，不分男女，千言万语化作一句话：相信天上掉馅饼，而且会砸到自己头上，哪知道这次砸的是砖头还有就是金牛座，因为胆小且都有跟钱有关的黑历史，而且相信万事都可以用钱解决，所以一诈就能爆金币。。。以及不多的水瓶座，多数是因为贪以及怕麻烦想快速解决问题的原因，把金币就给爆了（你们身边碰到的呢？#十二星座贼男女#赞赏金额100%捐赠给山凤凰关爱基金项目员转发评论赞,娱乐,中性
转发,2025-10-25 16:39:30,#窦骁 何超莲#窦骁这事让我突然想起来，年初我写过一次最容易被诈骗的人群，射手座高居榜首。大家都说窦骁本来是奔着娶人女儿拿人嫁妆的想法去的，结果变成自己人财两空。这简直完美符合射手上当流程，真人版演给你们看看射手座是怎么被诈骗的[笑cry][笑cry][笑cry] ??,对方行踪掌握精准这点就不像个射手女，这么麻烦的话还不如换一个人[挖鼻]////，你把八字和星盘发一下，肯定长歪了[doge]//，我有个射手表姐，跟对方谈了几年，对方行踪她掌握的比较精准。整天怀疑这个哪个，但凡出现在对方身边的女人，她都要跟男方闹一场，连哭带骂的，天天上演琼瑶大戏，,0,0,0, ,09:064G 微博正文听凤影焰25-1-1415:23星座占星师黄纤越发布于北京说说你们身边被诈骗过的都是什么星座？我碰到最多的是射手，不分男女，千言万语化作一句话：相信天上掉馅饼，而且会砸到自己头上，哪知道这次砸的是砖头还有就是金牛座，因为胆小且都有跟钱有关的黑历史，而且相信万事都可以用钱解决，所以一诈就能爆金币。。。以及不多的水瓶座，多数是因为贪以及怕麻烦想快速解决问题的原因，把金币就给爆了（你们身边碰到的呢？#十二星座贼男女#赞赏金额100%捐赠给山凤凰关爱基金项目员转发评论赞,娱乐,中性
转发,2025-10-25 18:53:08,何超莲说她妈妈嫁给爸爸不是傍大款，因为是爸爸先喜欢的妈妈，妈妈的雇主，爸爸的大太太又觉得妈妈可靠，于是委托妈妈替她照顾爸爸，专门给妈妈和爸爸制造机会，这样妈妈才嫁给了爸爸，爸爸是妈妈的初恋，也是妈妈这一生唯一一次恋爱。 ??,[doge]//，她的爸爸最宠的人是她[允悲],0,0,0, , ,其他,中性
转发,2025-10-25 19:27:55,为什么美国人不穿秋裤，喝冰水，都没事？这个问题困惑了我20多年了，所以一碰到有美国来的患者，我就求证一下。前两天说的那个从美国来的患者，她就是脸色惨白。浑身怕冷。那两天北京还不太冷，她睡觉要盖四床被子。摸着手脚冰凉。他除了胃疼以外，还有经常头疼，还有其他的一大堆表现。人比较瘦。她是北京人，在美国生活了6年，她说，生活的城市类似于中国的三亚，四季温暖，所以她当然不穿秋裤，另外她们办公室的空调常年开到16度，她是在医院工作。她就是买常年有一大桶止疼片，头疼吃点，胃疼吃点。另外还吃治胃疼的达喜等常规胃药。按照我们中医的看法，她整个身体阳虚无疑，脾肾阳虚，另外胃里是寒热错杂，另外她的头疼纯粹是气血不足引起的，所谓的弱不禁风。在美国，她也做检查，除了个慢性胃炎，也没什么，所以就吃止疼片，其他的她也不知道。认识不到当然也就没事儿。关于他们不怕冷，可能是这样的:年轻时火力足，确实不怕冷，但是天气真冷的时候他们也冷，只是肉皮冷，肉皮一冷就紧缩，身体里的热量就憋在体内，这就造成内热，内热就爱喝冰的。经常吃冰的损伤脾胃，最后脾胃运化不好，就发胖。美国好多大胖子，可能跟这个有关，再就是常吃汉堡有关。这些年轻时都没事，可能到了30以后慢慢的就开始严重了。妈妈为什么喊你穿秋裤？因为妈妈年轻的时候也不穿秋裤，冻着了，长大了以后发现上当了。为什么长大了以后知道上当了呢？知道是冻的呢？还是因为我们有中医，她毕竟听说过，在美国压根没人告诉他。美国还不坐月子。曾经一度网上有很多声音，说中国坐月子是陋习。前一阵看网上说，美国人有坐月子的，一坐都上瘾了。月子里不注意落下病的比比皆是，最常见的就是风寒入骨，身上很热乎，但是，骨头冷疼。有些小孩内热严重，春夏秋冬头上出汗，也不怕冷，好多都是积食造成的内热。美国的这种内热就是因为整个皮囊都紧缩造成的。传承很重要。传统很重要。当时不信，以后毕竟能想起来，如果从来没人跟他讲，靠自己想破头，那比较难，毕竟中国这些传承都是几千年得出的。#微博中医药月##世界传统医药日##国医的精诚力量#,//，她疼她知道。我们还是听老话该做月子坐月子，不学外国那一套,0,0,0, , ,母婴,惊奇
转发,2025-10-25 19:28:44,终于明白为什么国外的人工费那么贵，人家帮你把花园里的地砖铺的整齐又完美，真值这个价。 ??,[doge]//，国内工人干的比这好，国外人工贵根本不是干的好不好决定的,0,0,0, , ,其他,愤怒
转发,2025-10-26 11:56:59,#校长回应三年级才开数学课##健康一冬# 这个很好啊一二年级地小朋友，差不多只有6，7岁得年纪刚刚步入小学还没有摆脱幼儿园的稚嫩从学习语文开始，很好啊作为母语我们应该好好学习，没错啊我觉得8岁以后，在学习数学，我完全可以接受真的没有必要让孩子过早的背加减乘除所困扰我就是一直到高中2高级之前对于数学都很恐惧高中的最后时刻我才突然觉得数学学习还是有点简单的最为理科生，开窍的有点晚了话说数学100分好像就和我没什么关系你们上学时数学都多少分说出来，让我开心开心,还好这个煞笔做法被叫停了，3年级才学数学基本就学不好数学了 。禁学部坏在哪，它让小孩一二年级学的数学知识太少了，0-6岁是大脑的源代码期，你在小孩0-6岁时，给他大脑写什么，就很大程度决定他以后擅长什么。蒙特梭利说这个叫吸收性心智，好多科学家小孩数理化也好，除了基因，跟他小时候，父母成天在他身边聊数理化有关。,0,0,0, ,,教育,愤怒
转发,2025-10-26 11:58:15,继续跟大家闲聊点趣闻今天继续聊聊满遗满遗在境外也是分流派的分为北美满遗就是在加麻大+大佬美的搞满遗的那批人还有本子满遗这两波人前者是为了小钱钱无论是集会、搞事人家都是为了圈钱就比如说之前我跟大伙唠的那个靠拍三级片来维持组织运作的老太太本子的满遗就比较魔怔成分也很复杂有民国过去的遗老遗少有移民过去被洗脑的还有各路留子为什么说他们比较魔怔呢咱们做个比较大伙就明白了北美满遗拍集会、拍喊口号、拍举横幅过去为了迎合年轻人，吸收年轻力量甚至还找人在现场喊rap，跳街舞那街舞跳的就跟身患脑血栓的隔壁吴老二似的知道是街舞不知道的以为吴老二脑血栓后遗症严重了本子满遗这帮人就没这么多活相对而言也更隐蔽行动力也更强也更要脸我举例来说比如说大家都知道的日本著名殖人脱缰野狗这货在大家看来已经够魔怔的了甚至希望他老婆的出轨对象是个本子这样他脸上就比较荣光但就这么一魔怔人有次在推上和人对线惹到一满遗那满遗一共不到1000关注者睡的地方连个床都没有就在地上铺一床垫凑合日常吃喝也是各种拉面配拉面一盒寿司吃三天的选手但他听到脱缰野狗侮辱“满人”（这里的满人不是满族，是满遗群体）瞬间炸毛连夜就跑脱缰野狗家里去敲门了吓得脱缰野狗连夜注销推特带全家去住宾馆这还没完还有个精日叫东北御厨当时出来帮野狗说了两句公道话也被这魔怔人威胁说信不信你侮辱我的信仰我能让你笑不出来？东北御厨嘴上还击听说也是一周没上班原因大家也都知道怕被满遗报复可见这帮玩意有多疯才会让精日们这么怕而且这帮玩意的历史观也颇让人堪忧比如说我们这些正常满族人认为我们是中华儿女认为满清在近代确实是腐朽落后的这没什么争议但他们不一样他们普遍认“川岛芳子”为近代鼻祖对，你没看错，就是认那满奸“川岛芳子”为祖还认为历史上清廷的失败并非由于其腐朽落后整个一个历史观大颠倒而且他们尤其鄙视像我这样为老中发声的满族人甚至对我本人也威胁过让我不得为老中发声，不得说老中一点好写在最后无论是满遗还是任何制造民族对立的说到底都只是奔着分裂国家、制造矛盾的目的来的真为了新中国的满族人考虑就要努力建设我们身边的环境与大家共和共荣共进退这才是当下满族人的正确方向而那些个见天搞狭隘民族主义的最终只能被扫进历史的垃圾场#大婶拉家常#,//，这种魔怔人基本都是断子绝孙，过一两代后就基本没剩下几条了[哈哈],0,0,0, , ,其他,中性
转发,2025-10-26 12:11:14,【课改被叫停，#老校长详解三年级才上数学课#：2015年开始实验，效果明显】湖北赤壁正扬小学校长吴震球2015年开始课改：三年级才上数学课。为此，吴震球重新编写了数学教材。今年9月17日，该校课改被主管部门叫停。为何当初有课改想法？这种课改有何依据？吴震球详细解释了课改经历和原因。,还好右边不是禁学部部长[doge]，教育需要尊重科学，而不是迎合网民情绪，以前还有大量网民说高考应该取消数学呢//，看到他不得不接受有点心酸,0,1,0, , ,教育,中性
转发,2025-10-26 12:59:52,无语了，居然还有人拿李政道的国籍说事。1973年，经过周总理特批，李就把自己长子李中清送到复旦读书了，现在李政道长孙李善时也在北大深圳校区工作。他的有形资产和无形资产，能留给国内的全都留了，可以说是鞠躬尽瘁、呕心沥血。“细推物理，何用浮名”，老一辈科学家这种家国情怀和民族使命感，实在是刻骨铭心的国殇之痛。看到有人“嘲笑”李政道国文功底一般，又有几个人知道，他从小学四年级开始，一直到入学西南联大，学校就被日本人追着炸。原本是上海富家公子哥的李政道，为了读书，在颠沛流离的求学路上，因为日本侵略者飞机轰炸，和亲人离散，十五六岁的少年靠给茶馆跑堂，吃剩饭剩菜生存下来。因为日本侵华，天才少年李政道根本无法系统完成自己的小学、初中、高中甚至大学学业，所以被点去留学时，李政道不但没大学文凭，他连小学、初中和高中的文凭也没有。李政道原本是为民国政府原子弹工程“种子计划”安排的，后来这个计划由于内外交困泡汤。这种家国之痛、民族之殇，李政道、杨振宁他们都是亲历者、见证者，本身就是受害者，所以这种炽烈的爱国情怀是寻常人无法理解比拟的。,他基本没有可以黑的地方，人品比yzn更好[good]网友们真的够了,0,0,0, ,,其他,愤怒
转发,2025-10-26 13:00:09,满清的审美太丑了，从发型到衣服，丑到令人发指。有兴趣看一下林正英的僵尸片，里面的僵尸的造型都是满清的造型，而漂亮的女鬼穿的都是汉服。丑是原罪，一个人有没有干过杀人放火看不出来，但丑一眼就看出来了，魏晋时期是中国历史上非常黑暗的时期，但魏晋的服饰之美，令人惊叹，电视剧里面的反派，只要长的好看，哪怕干多少坏事，也能吸粉，如果长得丑，哪怕是个大好人，都会被厌恶。至于满清，杀人如麻，大搞文字狱，丧权辱国，偏偏审美又如此糟糕，所以注定被钉在耻辱柱上。别看辫子戏清宫戏这么多，这不过是满清的余孽们把持影视圈，随着中国日益强盛，审美回归正途，辫子戏清宫戏就会失去生存的土壤，因为满清给中国带来的耻辱是全方位的，欧美对中国的刻板印象，主要就是来自满清时期，眯眯眼和辫子，是中国人千方百计都想摆脱的，这是民族自信心使然。中国为了提升自身审美，除了向西方借鉴，也会从中国古代寻求，汉服就是其中之一，看看现在汉服的受欢迎程度就知道，短短十余年，已经风靡中国。#观点解读#,//,0,0,0, , ,文化，政务,愤怒
转发,2025-10-26 13:01:46,#演员李亭哲为窦骁发声##窦骁大学同学发声# 窦骁大学同学演员李亭哲为窦骁鸣不平:“说窦骁算计何超莲，人家缺钱吗？人家是一线大咖人品很好” ??,他那个八字决定了他找的对象都是有钱人，这个也不能怪他哈哈哈，就像有些人的八字决定了这辈子永远找不到有钱对象一样//，但是他有没有抱着“王对王”的心，我不知道！因为理论上他这个组合应该不会喜欢金牛女到要结婚的程度，除非。。。,0,0,0, , ,娱乐,喜悦
转发,2025-10-27 23:26:02,？,哈哈哈//，公公完全无师自通，横批：零法自然（真的不是ai图吗//。。。//？,0,0,0, ,AI生成成都的那边是什么？-What'sbeyond the ChengDu?-你不用告诉我一You don't have to tell me-成都：两只雄性四川大熊猫首次成功自然交配看看新闻陕四川19小时前·看看新闻网官方账号成都：两只雄性四川大熊猫首次成功自然交配看看新闻Knews记者王峥,其他,喜悦
转发,2025-10-28 13:11:58,#早晚收了你们# 台湾记者采访被俘去台志愿军老战士，这个认知可能震撼了记者，也超乎了我的想象之外。之前对他们的关注还是太少了。#台当局举债200亿新台币买美战机# ??,赶紧统一// 老师快来看花生米和GMD有多坏//，看的畅快。宝岛快回来吧，祖国统一，了了老人家的心愿。//，一针见血。汉奸蒋介石,10,0,0, , ,其他,愤怒
