原创/转发,日期,原微博内容,全文内容,转发数,评论数,点赞数,话题,图文识别,涉及行业,微博情绪
转发,2025-08-17 21:43:22,#罗小黑战记[超话]##罗小黑战记2# 鹿野晴岚｜关于组长的第一个任务[收到] ??,鹿野大人！,0,0,0, ,谁干的我再问一遍D.Shuyu 谁干的五分钟前静我嗯探出shuu 人呢？在附近没错：鹿野？她在医务室来找晴岚？好久不见对她在忙吗好像被打伤了于是变成了这样的状况我再问一遍谁干的不能凶人有吗？不是我不是我不是我不是我不是我首先不是我不是我不是我不是我见习医生6自己看其次，就是一点皮外伤医生快处理好了对不起所以，是谁伤的你？你们继续坐下啊好！是一只刚收容的小妖精ODS不是故意的怪我没把握好分寸出于自卫攻击了我很糟糕的事：那孩子刚经历过她只是需要一些时间：对吧？ODShuuu 嗯站立嗯懂了好好玩我到外面等你弄好了叫我抱啊她平时不这样的好了没、没关系：这么说组长的任命终于下来了嗯，会忙起来了那还能找组长大人帮忙吗？要是再有小妖精走丢，随时如果是：别的什么丢了呢？其实吧，今早后院走丢了几只鸡：别的什么？我拒绝。,其他,中性
转发,2025-08-17 22:05:33,真的需要不是一般的定力，光是靠爱意强烈怕也是不得行的。这样的人就是小时候老师口中能做到“你别听人家一翻卷子你就慌”的人。其他人把卷子翻得哗哗响，有的都不回头地跳到别的考场了，而他还能凝神净气，记得最开始和一直想要做的是什么。 ??,坚持到你的同伴来找你，坚持到 到达你的命运,0,0,0, , ,其他,中性
转发,2025-08-17 22:33:39,？ ??,社会你车哥,0,0,0, ,,其他,中性
转发,2025-08-18 10:26:54,回归本我的旅程，始于这份恰到好处的自在。很高兴以品牌代言人的身份，与，自在如呼吸般松弛。 ??,穿睡衣也双开门,0,0,0, ,Dodomian朵朵棉于适朵朵棉品牌代言人,其他,中性
转发,2025-08-18 13:36:03,大咪和小咪天下第一好！ ??,奶牛之家,0,0,0, , ,其他,喜悦
转发,2025-08-18 13:51:48,【#叶德志患精神分裂症不对其从轻处罚#】#叶德志患精神分裂症杀人获死刑#8月18日，广东省湛江市中级人民法院依法对被告人叶德志故意杀人案进行了公开审理，并于当日宣判，以故意杀人罪判处叶德志死刑，剥夺政治权利终身。 经审理查明，被告人叶德志因猜疑被同村的叶某等人加害，遂产生杀念。2025年3月27日晚，叶德志携带两把菜刀驾驶摩托车寻找叶某未果，在叶某家门口见到3名被害人，即持菜刀砍击被害人韦某某（殁年69岁）、叶某花（殁年36岁）、何某某（殁年1岁11个月），致3名被害人死亡。叶德志逃离现场后自杀未遂，在家中被民警抓获。经鉴定，叶德志患精神分裂症，在本案中具有限定刑事责任能力。 法院认为，被告人叶德志故意非法剥夺他人生命，其行为已构成故意杀人罪。叶德志犯罪情节恶劣，手段残忍，犯罪后果特别严重，犯罪事实清楚，证据确实、充分，应依法惩处。虽然叶德志作案时属限定刑事责任能力，但其犯罪时对行为的违法性和犯罪后果有明确认识，犯罪手段特别凶残，犯罪情节极其恶劣，犯罪后果特别严重，属于罪行极其严重的情形，故不对其从轻处罚。根据被告人的犯罪事实、性质、情节和对于社会的危害程度，依法作出上述判决。 被害人亲属、人大代表、政协委员、媒体记者和各界群众等旁听了庭审及宣判。（湛江市中级人民法院）,乱杀人的精神病不需要保护//,1,0,0, ,湛江市中级人民法院ZHANJIANGINTERMEDIATEPEOPLE'S COURT 网站首页法院概况工作动态诉讼服务中心法院公告庭审直播法院要闻院史馆法院视额所在拉置：首页法院间请输入赛宣的值息Q 叶德志故意杀人案一审宣判更销时间122509-18已消览1220文章未源：研实盒B月16日，广东省湛江市中级人民却院依法对被告人叶德志故意杀人案进行了公开由理，并于当日宣判，以故意杀人罪为灿叶德志死刑，剥夺政治权利终身。经审理查明，被告人叶德志因猜疑被同村的叶某等人加害，遂产生杀念。2025年3月2日晚，叶德志携节两把某刀驾摩托车寻抄叶某未果，在叶某家门口见到名被害人，网特菜刀击被害人市某某（张年65岁），叶某花（残年36岁》、何某某（残年1岁11个月），致3名被害人死亡。叶德志选离观场后白杀未送，在家中被民警捕获，经鉴定，叶德志精神分裂症，在本案中具有网定刑事责任能力。法院认为，镜告人叶德志故意非法到夺他人生命，其行为已构成故意杀人罪。叶德志犯罪情节悲劣，手疑残忍，犯罪后果特别严重，犯菲事实清楚，证据确实，充分，应依法班处。虽的叶很志作案时属限定刑事责任能力，但其犯罪时对行为的违法性和犯菲后果有明确认识，犯菲手段特别必残，犯罪情节报其恶劣，犯罪后果特别严重，属于罪行极其严重的情形，故不对其从轻处罚。根据被告人的犯罪事实、性质、情节和对于社会的危害程度，依法作出上述为决。被害人余属、人大代表、政协类员、媒体记者和各界群众等实听了庭审及宣判。,司法，政务,愤怒
转发,2025-08-18 14:58:52,【疫情】有一种疫情它从未离开 ??,这次没有猫狗杀就砸花盆了是吧////。//////[太开心]//[淡淡的]////。。。,1,0,0, ,小王will Follow LIVE 1/2坐标越秀，灭蚊变了味理解灭蚊，但这样真的有利于灭蚊吗？上天台晒背，前两天还好好的，昨天上去莫名其妙的，所有花盆无论干湿全被砸的稀巴烂，不知道变成这样后会更利于灭蚊吗？砸完之后也没人清理，这已经是第二天了，2Comment 2.6K 3341.2K,公安,愤怒
转发,2025-08-18 15:00:08,猫咪庇护所睡了6小时的人...#海外新鲜事# #热点现场# ??,做梦胸口碎大石//（如果猫猫不会把屁股怼脸上）,0,0,0, ,2025/05/1801:12:532025/05/1803:15:472025/05/1801:15:172025/05/1902-423cafe_bravecat1几天前的...某天晚上.凌晨1点钟.我躺下想着小眯一会...奋斗在韩国就快到早晨7点了.川我睡了6个小时在韩国？！？！..！拜托也让我睡在这里吧18,其他,中性
转发,2025-08-18 15:05:03,这种看上去是乖乖的奶牛猫 ??,世界上没有乖的奶,2,0,0, , ,其他,中性
转发,2025-08-18 15:05:14,敬礼！ ??,警长好,0,0,0, ,,其他,喜悦
转发,2025-08-18 16:43:32,真的没人管管香港的物价吗?果然能超越沪币的只有港币了 ??,大家错误理解沪币了，上海有贵的也有便宜的而且还不少，只是贵的也有很多人买单而已，香港那是集体贵//，我看着菜单85一碗的面和56一杯的咖啡发出了我也不是很饿的声音（最后因为中转时间太长还是挑了家便宜的吃了，物价真的很离谱//，隔壁桌七八个提着大箱子小箱子过关来的香港人看着菜单都露出微笑,0,5,0, ,小徐今天要早睡3人小心翼翼紧紧巴巴的吃火锅吃了4500回来跟我妈说，我妈问我是不是吃龙肉了19小时前·辽宁回复2.7万快乐的小奶牛龙：我可没那么贵啊13小时前·北京回复3774王宝宝快乐的小奶牛十来年，每次去，都是大家乐8小时前·陕西回复387新之助讲真的，收入不怎么样的真的不要去香港玩，实在真的真的很想很想去香港看一下。逛一下什么的，就在深圳吃饱了带两瓶水在过去香港吧昨天20:56·广东回复6.6万划重点这可真是个好办法，早上去晚上回来住深圳，费用起码便宜一半昨天21:56·内蒙古回复2.1万北京异宠专科医院孙书卉香港蜜雪雪王推荐5昨天22:11·北京回复6120里昂玛蒂尔达算是最便宜的水了昨天23:35·河北回复2460我是霸王龙只坐了半个小时的出租车我真的想哭...彦419.00313.90昨天21:54·广东回复1.5万超厚的419在贵州师傅可以送300公里昨天23:28·贵州回复4294李李李李李可以超厚的我们老家到成都390公里坐私家车150昨天23:30·四川回复921厉害的ID不会重名去香港玩最省钱的方法就是住深圳，头天打早去晚上回来，把香港当个大景区，吃喝的自带，不买景区内的任何东西昨天22:50·重庆回复1.2万我_我去了就是硬走也不知道咋嫩大劲昨天23:44·河南回复2460梨衣子我要我，我也硬走。减肥20小时前·河南回复585wssmr 我唯一没敢去正经餐厅的地方刚到第一顿想着先凑合一下吃个大排档花300多10几年前6分钟前·北京回复勇敢小Dan 你记住，香港一一个买矿泉水都需要攻略的城市。昨天23:03·海南回复1928展开102条回复阿哈哈哈.告你咋玩有性价比，来深圳，报个一日游的团，好像95一天，尖沙咀和维多利亚港热门景点全部带你过一遍，晚上回深圳住，就是暴走累昨天23:44·广东回复4693A-那么美那么美10年前去的.一碗面条55.记住住的12分钟前·辽宁回复臭臭去过的朋友来说一下是真的吗？茶餐厅500？昨天23:11·北京回复511展开317条回复墩墩澳门物价咋样老铁们，谁去过告我一声，香港暂时不去了昨天19:48·江苏回复2696n多年前去的，一件小衣服花了一千多块，回来一看咱们大连产的Jealous(_)我吃了一顿火锅，花了我1800B24HKS 1833.昨天20:51·山东回复677展开139条回复UU姐建议大家第一次去香港的，先来深圳，不要直接去香港。从深圳跟一日团去香港才几十块，而且基本知名景点包含在内了。对于第一次去的朋友来说非常划算，毕竟地铁费都不止这几十块了。9小时前·广东回复119小桃ZZ 遇上暴雨，711随便一把普通伞140，怎么没淋死我7-11-140.39标价161.00港币市场汇率1港币=0.876900人民币优惠离卡专京1币=0871989人民币11小时前·广东回复432展开56条回复斯带去北京还是去香港啊，下半年打算去旅游11小时前·湖南回复79,旅游,中性
转发,2025-08-18 16:54:46,【#我国医生救回身首离断患者#[哆啦A梦吃惊]】#医生救回严重颈椎骨折脱位患者# 据上海长征医院微信公众号消息，日前，在海军军医大学第二附属医院（上海长征医院）手术室内，一场与死神赛跑的高难度手术落下帷幕。骨科副主任、颈椎外科病区主任陈华江教授率领团队，历经3小时惊心动魄的精密操作，成功为一例遭遇罕见严重颈椎骨折脱位的患者实施了复位固定手术。这例“身首离断”式的大跨度颈椎脱位病例极为凶险，其成功救治不仅挽救了患者生命，更充分彰显了长征医院骨科在复杂危重症领域的顶尖技术实力与深厚积淀。患者李某因颈部遭受机械臂重击，导致颈椎瞬间遭受毁灭性损伤，当场高位截瘫、心跳骤停，经紧急心肺复苏才勉强恢复微弱生命体征。影像学检查结果令人震惊：颈椎发生极其罕见的大跨度脱位，其严重程度犹如“身首离断”，已造成脊髓严重挫伤、关键神经血管结构撕裂。雪上加霜的是，骨折脱位区域形成巨大血肿，双侧椎动脉均因损伤而闭塞，导致患者血压如同过山车般频繁骤降至约50mmHg的危险低水平，不得不依赖大剂量血管活性药物勉强维持循环。患者时刻游走在灾难性大出血导致休克、或椎动脉损伤继发致命性脑梗死的边缘。“手术台上可能下不来，但放弃手术则生机渺茫”，面对这前所未有的外科禁区挑战，患者家属将全部希望与信任托付给了上海长征医院。面对这一生命禁区的挑战，由袁文终身教授、陈华江教授、王新伟教授3位“上海市仁心医师”奖获得者领衔组成的骨科核心团队，第一时间联合急诊、重症医学科主任李文放教授以及麻醉科主任袁红斌教授组成多学科专家组。团队对患者的伤情进行了极其入微的评估，针对术中可能出现的每一种极端风险如难以控制的大出血、循环崩溃、脑灌注不足等，制定了详尽的应急预案和精细的手术路线图。手术台上，陈华江教授、王新伟教授与麻醉科王成才教授、傅海龙教授、羊海琴护士长带领的精锐麻醉护理团队紧密协同，如同在刀尖上起舞。在患者极其脆弱的生命体征监护下，专家们凭借炉火纯青的解剖功底和显微操作技术，小心翼翼地清除巨大血肿，克服严重粘连和畸形，最终精准地将完全离断错位的颈椎结构完美复位。尤为关键的是，团队创新性地应用了“卫星钢板”固定技术，在常规固定之外巧妙增加辅助钢板，为重建的颈椎提供了前所未有的超强稳定性，这一技术应用在此类极端病例中尚属首创。术后，患者恢复情况令人鼓舞：意识状态迅速恢复清晰，一度岌岌可危的生命体征逐渐趋于平稳，成功拔除了气管插管。更令人欣喜的是，患者已能在家人辅助下坐起，标志着其神经功能开始出现积极信号，现已转入系统康复阶段，为功能恢复带来了曙光。（观察者网）,艾特郊郊//////？？？太强了吧//[哆啦A梦害怕][老师好][老师好][跪了][跪了]//[哆啦A梦害怕]//,0,0,0, ,changZheng pinesurg 公众号·上海长征医院公众号·上海长征医院,其他,惊奇
转发,2025-08-18 16:59:11,我一直都坚定地认为节气图里呈现的内容就是世界观的一部分之前只有两个图看着有点矛盾，没想到怎么解释一个是明王的那张团队一个是小清凝抓萤火虫现在明王木头已经说不用担心了，所以明王这张图不矛盾了至于小清凝总觉得有一点“重生”的戏码在不是指死了又复活的那种重生，而是脱壳蜕变的那种重生?,老君和狗子好啊,0,0,0, ,Magazine fo Terms VOL.232024年1月6日发Yan Ming YRAR 独家专访：打造专业阴问团队小寒北乡里难始雄Magazine for24SolarTerms hmci COVER STORY 夏夜长河跟清凝去抓萤火虫吧！（抓完要放掉噢）#insect 夏虫大百科你喜欢什么虫子呢？#solarterm 大暑腐草为萤土润漏暑大雨时行,其他,中性
转发,2025-08-18 17:02:40,给老妈发消息问‘老家猫咪还好吗？结果她回传了这张照片—— ??,猪咪宝宝,0,0,0, ,愈の动物「实家の猫元氛？」母送写真null,其他,中性
转发,2025-08-18 17:05:21,土门！！#罗小黑战记# ??,哟！,2,0,0, ,,其他,惊奇
转发,2025-08-18 17:05:40,“小姨，你为什么不会飞？”“小姨，你头上的发夹能给我们戴戴吗？” ??,ee给买,0,0,0, ,,其他,中性
转发,2025-08-18 17:06:27,没时间解释了！快上车！ ??,来啦师傅,0,0,0, , ,其他,中性
转发,2025-08-18 17:08:34,湿敷#罗小黑战记[超话]##罗小黑战记# ??,谢谢小黑,0,0,0, ,,其他,中性
转发,2025-08-18 17:11:11,无限、少年时代（想像）#罗小黑战记[超话]##罗小黑战记# ??,妹妹头到公主切,1,0,0, ,13无限么幼年一少年期2025805,其他,中性
转发,2025-08-18 17:11:45,嗯……？Σ?_?)Σ?ì?_?í?) ??,颜文字真的牛批,0,0,0, ,,其他,喜悦
转发,2025-08-18 17:19:50,亲爱的～人间浪漫多像一朵花～#蓝溪镇##君清# ??,老君也是可爱宝宝,0,0,0, ,Tinlary,其他,喜悦
转发,2025-08-18 17:21:03,小猫偷吃玉米！ ??,没上去拉屎已经很有猫德了,0,0,0, , ,其他,中性
转发,2025-08-18 20:05:27,！哪来的造型师要害我们陈哲远啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊 ??,寿衣风//，就是首服没带[允悲]衣服对花奇奇怪怪的//……服装师九族脑袋都不要了？,0,0,0, ,佛爷拍图关注，皇上来了56分钟前浙江momo又momo 唐朝真的有这种花色的吗？2分钟前浙江回复小科学家服装师是不是吃毒蘑菇了2分钟前北京回复浅浅酱像花园里的一块地17分钟前云南回复14momo 哈哈哈哈14分钟前福建回复展开1条回复十里笙歌娘啊这是啥4分钟前江苏回复Leslie-Z 多看这衣服一眼，就像我多吃了一口毒蘑菇14分钟前四川回复1,娱乐,愤怒
转发,2025-08-18 21:43:45,#罗小黑战记#师姐 ??,鹿野大人！,0,0,0, ,,其他,中性
转发,2025-08-18 21:49:40,一个中产家庭一年竟然要花这么多[并不简单] ??,怎么感觉是卖保险的广告…//[无聊]我反正已经没概念了，焦虑都排不上焦虑这个事儿，随手转发看看好好记账的j人吧//，微博霍起来更厉害。两口子一年挣25万，买着房买着车还能剩五万，还觉得虚无缥缈，那要能剩多少才高兴啊[二哈]评论里还一堆说这不算中产算脱贫[二哈],0,0,0, , ,其他,中性
转发,2025-08-19 09:23:48,小猫变身纯享#子夜归# ??,猫妖都是唐代的是吧//[嘻嘻][嘻嘻][嘻嘻]女主角居然是狸花猫,0,0,0, , ,其他,中性
转发,2025-08-19 10:41:55,这创意太绝了哈哈哈哈哈哈哈哈！ ??,看起来很辟邪了//,0,0,0, ,本多君关注SOLO GUANYUNCHANG 拉夫劳伦？不，是中国人自己的关公劳伦昨天发的评论大家反响热烈，所以就做出来了，想把这个开发出来，大家可以看下，哈哈哈哈#暂停下注邦升生L址培#十GUAN GONG SOE.0solo衫高密刺绣中国人自己的POLO衫,时尚,喜悦
转发,2025-08-19 10:42:24,真的很努力在卖包、手链和太阳镜了[春遊家族] ??,法国人：快把那些丑包给猪背上////,2,0,0, ,nullnullnull,其他,中性
转发,2025-08-19 13:35:04,当代互联网的矛盾有些是智力差异过大导致的，有些是封建臣民和现代公民的矛盾。当然，还有些两者兼而有之。 ??,兼而有之是常态//,0,0,0, , ,其他,中性
转发,2025-08-19 13:47:31,#奶奶疑孙女遭性侵砍人后获刑5年半#讽刺的是，猥亵、性侵儿童如果属实，这家人老老实实走法律程序，有的案件甚至都判不到5年。但家人自己惩罚猥亵犯人，他一条烂命，反而更“值钱”。 ??,我看直接砍死最合算//////,1,0,0, , ,公安,愤怒
转发,2025-08-19 14:10:42,最近湿度一高，俩猫都蓬起来了，变得圆滚滚毛刺刺。问了一圈养猫的朋友，原来毛质不同变化也不同，高湿环境下，有的猫蓬了卷了，有的猫油了塌了… ??,长毛猫都在北方是吧我家楼下一只也没有,0,0,0, ,nullnullnullnullnullnull,其他,中性
转发,2025-08-19 16:15:22,比格犬天生蔑视人类的眼神? ??,好宝宝,0,0,0, ,nullnullnullnullnullnullnullnullnull,其他,中性
转发,2025-08-19 16:17:33,我韩国学生看了非死不可的93阅兵流出照片后感叹，老师你们果然几千年了还是农业国思维，这么多先进的装备，也不出去抢啊……[允悲]我说，不对啊，我们国土这么大，也是自古以来打出来的 ??,高丽人做了是阿美利卡的狗以后就代入自己也是阿美利卡金了////，真要去抢了那不第一个就是抢你//？//[doge]////[吃瓜]//[doge],1,0,0, , ,其他,中性
转发,2025-08-19 16:42:05,休息时间～ ??,全世界最幸福的女人,1,0,0, ,,其他,喜悦
转发,2025-08-19 16:45:44,“老君的琼圆盾？”“保命的手段还是有的。”#电影罗小黑战记2# #罗小黑战记[超话]# ??,请老君加入第三部电影,1,0,0, ,,其他,中性
转发,2025-08-19 16:49:11,狗妈妈的孩子每一只都胖嘟嘟的[哇] ??,可爱哭,5,0,0, , ,其他,喜悦
转发,2025-08-19 16:52:57,看到有人说禁耽是为了结婚率和生育率，我觉得不是为了这个，这个是假的，是借口，是幌子，甚至婚姻家庭生育一切形式都是幌子，就是有些事不能倒过来。 ??,哈哈哈哈老登们认为苗条浓妆男在电视上撒娇卖萌有损果男的男子气概,11,0,0, , ,其他,喜悦
转发,2025-08-19 17:03:31,整整齐齐 ??,一家猫,0,0,0, ,VA74NAZA*,其他,喜悦
转发,2025-08-19 17:03:46,近期注意到，首页许多网友在遭遇人生波折或者心气不顺时喜欢拜拜、跨个火盆，给自己涤涤尘、鼓鼓劲。我们这里有个非遗级别的大火盆，这把火已经燃烧了上千年，希望能为你驱散阴翳，带去温暖。[爱你] #看见福建# ??,//////////////////////////，这把火已经燃烧了上千年，希望能为你驱散阴翳，带去温暖。,3,0,0, , ,其他,中性
转发,2025-08-19 17:05:18,一只猪咪向你跑来 ??,哎呀我被撞了，小奶要负全责,0,0,0, , ,其他,中性
转发,2025-08-19 17:24:34,#奶奶疑孙女遭性侵砍人后获刑5年半# 奶奶应该是有极速又短暂的精神病，开个证明免责就行反正我看别人都这么干的 ??,奶奶肯定是精神病,0,0,0, , ,其他,愤怒
转发,2025-08-19 17:40:38,看到有人说禁耽是为了结婚率和生育率，我觉得不是为了这个，这个是假的，是借口，是幌子，甚至婚姻家庭生育一切形式都是幌子，就是有些事不能倒过来。 ??,李逵：哥哥～～////，哈哈。//有损果男的男子气概,0,0,0, , ,其他,中性
转发,2025-08-19 18:04:05,呵呵呵，你们自以为是的男频拍出来就是耽美，看你们怎么半。 ??,嘿嘿嘿//，男频才是耽美,2,0,0, , ,其他,喜悦
转发,2025-08-19 21:31:48,想把自己的被子从洗衣机里救出来的小狗 ??,黑熊精宝宝,0,0,0, , ,其他,中性
转发,2025-08-20 08:12:26,鹿野做任务飞到小时候跟师父住的村附近，低头去看发现只剩一片草木葳蕤。她很感慨，想到以前读到的一句话就发了条朋友圈：“你可以回去但那里已经没有人了。”然后继续飞去执行任务。收工后打开手机，朋友圈收到一些点赞和一些评论，鹿野回复了几条，返回到聊天页面，发现无限难得给自己发消息了，而且居然还是一张自拍。。当然拍得毫无技巧可言，但鹿野看出背景是自己在悬崖上搭的小屋。无限：这是人。鹿野发了个？又发来一张，地上的老母鸡带着一群小鸡崽。无限：这是鸡。鹿野：……紧接着又收到一段视频，小黑冲镜头笑得超可爱，喊着师姐师姐！无限：这是猫。鹿野看了两遍把视频保存下来，刚想问你到底想说什么？字都打好了，无限：回这里也可以啊。无限：有人有鸡还有猫。……鹿野心情复杂，发了串省略号过去。无限：小黑也说想你。鹿野看到这句冷笑一声，雕虫小技！这一头的无限看着聊天框上显示的“对方正在输入……”等了一会儿，终于收到回复。鹿野：这次知道了。鹿野：但下次一定屏蔽你。无限秒回：好。过了一会儿再点进鹿野头像，发现鹿野已经把那条朋友圈删了。,小猫想你，小鹿野大人,1,0,0, , ,其他,中性
转发,2025-08-20 08:13:50,#电影罗小黑战记2? ?#水绿色～ ??,漂亮死了,0,0,0, ,,其他,喜悦
转发,2025-08-20 08:14:35,“天啊，午餐居然活过来了！”[淡淡的][via ins] ??,奶牛猫最生气,0,0,0, , ,其他,中性
转发,2025-08-20 08:14:54,真正的英雄主义是明白了活在这个社会长根吊有多少好处但还是希望自己永远是女性 ??,转发微博,0,0,0, , ,其他,中性
转发,2025-08-20 08:45:10,无…无限？！这张照片乍一看，也太像了吧[泪奔]连配色也对应上了！#罗小黑##罗小黑战记# ??,无限,1,0,0, ,东D006026,其他,惊奇
转发,2025-08-20 09:40:45,#困在过敏里的2亿中国人能治愈吗# 近20年来，过敏性疾病的患病率不断攀升。在中国乃至世界范围内，越来越多人正在承受过敏性疾病带来的困扰。世界过敏组织（WAO）2013年发布的《过敏性疾病白皮书》指出，全球过敏性疾病的患病率预计为10%至40%，其中包括4亿过敏性鼻炎患者，3亿支气管哮喘患者，2亿至2.5亿食物过敏患者，1.5亿药物过敏患者等。在国内，以过敏性鼻炎为例，北京同仁医院教授张罗的团队曾先后完成了两次过敏性鼻炎全国电话流行病学调查，结果显示，2005年到2011年，中国过敏性鼻炎的患病率从11.1％上升到了17.6％。本刊接触了十几位有过敏相关症状的患者，他们中，有人在长达十几年甚至二十年的时间里饱受过敏的困扰，却至今没有得到有效治疗。这背后是与之相对应的变态反应学科缺人缺药的难题。（作者｜黄梦琪）,健身健身，绝对有用，仨月就能有感觉,1,0,0, ,困在耳鼻喉科的患者从有记忆开始，曾怡萱就经常鼻子不舒服，鼻塞、打喷嚏、流鼻涕是家常便饭。喷嚏一打就停不下来，“小时候奶奶说一个喷嚏就代表一万岁，我每次打喷嚏，奶奶就在旁边跟着数，”曾怡萱说，“万岁，万万岁，万万万岁经常是奶奶已经数不过来了，我的喷嚏还没打完。”一连串七八个喷嚏，曾怡萱打得脑子发懵，“有时候感觉耳膜都要打破了”。曾怡萱今年21岁，一直生活在武汉，她是一名过敏性鼻炎患者。一旦发作，鼻子也痒，流的是清水，她一天带一整包抽纸到教室也不够用，有时上课来不及扔，抽屉里都是擦过鼻涕的纸巾，鼻头很容易就被擦破。眼睛也跟着受累，每次都痒到睁不开，她忍不住用力揉，揉了就更疼，直想把眼睛抠出来冲洗。《风光大嫁》剧照发作大部分时候是随机的，如果一定要说有什么规律，每年秋天武汉的空气里都飘着梧桐的飞絮，黄色的、毛茸茸的，直往人脸上扑一一这时，曾怡萱觉得鼻炎也会严重一些。很小的时候，曾怡萱就习惯戴口罩了。但困扰不止是生理上的。曾怡萱至今还记得，小学时有一次课堂上，同学都在读书，只有她不停地打喷嚏、鼻子，“老师突然说每个人都在认真读书，只有曾怡萱一个人在摸她的鼻子，让我滚出去。”为了治疗鼻炎，父母曾带着曾怡萱几乎看遍了武汉市的耳鼻喉科。曾怡萱还记得，在一家民营耳鼻喉医院，医生拿一种激光仪器在曾怡萱鼻子里插了40分钟，一个疗程下来5000块钱就花掉了。她也试过中医，有一段时间，曾怡萱每到夏天就去中医院贴膏药，八张膏药片将背部完全覆盖，一个月不能洗澡，她身上总是臭烘烘的。不过这都没有用。后来，家里人就不再带曾怡萱看医生了，鼻炎再发作，她就只能自己扛过去。制剂缺乏在医生的诊室里，很多刚来就诊的患者，会向他们讲述自己对过敏原的判断。比如，有的人会提到，自己收拾旧物激起少量扬尘时，鼻炎尤为严重，他据此判断，自己的过敏原可能是粉尘。一位在北京读大学的患者表示，自己鼻炎发作的必要条件，是春天、杨絮和800米长跑，她还特别提及，只有在北京她才会酒精过敏。我每天要做两次清洁和吸尘纪录片《过敏症：现代生活和我》华中科技大学同济医学院附属同济医院过敏反应科主任祝戎飞告诉本刊，有时候患者的感知与客观情况之间的偏差非常大。比如，有人认为自己对冷空气过敏，接触冷空气就鼻塞、鼻痒，但是冷空气并不是常规认知的过敏原，引起过敏的可能是尘螨、霉菌、花粉；有人说自己对葱、姜、蒜过敏，但检测后发现过敏原其实是鸡蛋、小麦或者牛奶；药物引起的过敏和不良反应也不一样，吃了药肚子痛，可能只是服药后的不良反应。对于过敏患者，只有检测到了过敏原，才能采取针对性的预防和治疗措施。祝戎飞所在的过敏反应科近期收治过一名患者。患者面部反复发生皮炎，红疹痒得难受。据这位患者描述，他在武汉市多家医院的皮肤科看过病，但用药只能缓解症状，皮炎仍然多次复发，“像不死的癌症一样”。科室医生询问后得知，患者皮炎加重的规律与他洗头发的频率一致，经过敏原检测后，患者才知道自己是对洗发水中的一种防腐剂成分过敏。《举重妖精金福珠》剧照但找到过敏原并不是一件容易的事。要找到“元凶”，医生第一步就要从患者的生活环境和生活习惯开始详细询问：住在哪里，周边专业人员的短缺在中国乃至世界范围内，越来越多人正在承受过敏性疾病带来的困扰。世界过敏组织(WAO）2013年发布的《过敏性疾病白皮书》指出，全球过敏性疾病的患病率预计为10%至40%，其中包括4亿过敏性鼻炎患者，3亿支气管哮喘患者，2亿至2.5亿食物过敏患者，1.5亿药物过敏患者等。在国内，以过敏性鼻炎为例，北京同仁医院教授张罗的团队曾先后完成了两次过敏性鼻炎全国电话流行病学调查，结果显示，2005年到2011年，中国过敏性鼻炎的患病率从11.1%上升到了17.6%。《佳期如梦》剧照站在医生的角度，高翔也明显觉得近年来过敏性疾病患者人数增多、发病年龄变小的趋势明显。2018年刚刚建科的时候，高翔所在科室的门诊半天能看10到15个病人，现在，半天的门诊病人增加到了35到45位。到了周日，高翔与同事两人出诊，每人一天下来最多要接待100多位患者。她发现，患者里有约五分之一是婴幼儿，最小的患者在出生后八天饮用早产儿奶粉就发生了过敏性休克。“我们做检测发现，这个宝宝血液里的牛奶slgE 已经达到了二级的水平。”高翔说，“这说明过敏的进程其实从生命早期，甚至可能在宫内就已经开始启动了。”高翔说，除遗传具有易感基因外，两岁以下婴儿的肠道菌群没有完全建立，过敏原容易通过不完善的胃肠道屏障进入体内，而此时婴儿的免疫功能也尚未发育成熟，容易发生免疫功能的偏移，从而产生过敏反应。高翔告诉本刊，过敏人数增多，有一个解释被称为“卫生假说”，即现代社会消毒灭菌物质的使用，使人们的卫生水平提高了，孩子们从小生活在清洁的环境中，感染的机率降低了，同时也减少了接触生物和菌群多样性的机会，而这种接触其实能够对人体的免疫系统起到有益的作用，比如有些研究发现，经常接触农场动物的孩子比那些从不接触的孩子，哮喘和花粉过敏的发病率要低，生活,其他,中性
转发,2025-08-20 14:33:58,没什么事就是告诉大家瑞典成为无烟国家了333wjx ??,你大爷的,2,0,0, , ,其他,中性
转发,2025-08-20 17:14:37,人，借你头发躺一下 ??,谢谢奶帮忙熨头发,2,0,0, ,,其他,中性
转发,2025-08-20 19:08:21,给你个眼神自己体会 ??,海豹,1,0,0, , ,其他,中性
转发,2025-08-20 19:09:30,猫咪在300平大床上睡着了[awsl] ??,两个苍耳,0,0,0, ,,其他,喜悦
转发,2025-08-21 11:20:33,#罗小黑战记[超话]# “木头，我是你的催更人”截断到属于是想吃什么自己画的程度了(? ? ?? )#罗小黑战记##电影罗小黑战记2# ??,笑死,0,0,0, , ,其他,喜悦
转发,2025-08-21 13:04:50,可爱? ??,大脑斧,0,0,0, ,,其他,中性
